2023-06-22 04:31:14,408 INFO    StreamThr :646992 [internal.py:wandb_internal():86] W&B internal server running at pid: 646992, started at: 2023-06-22 04:31:14.407825
2023-06-22 04:32:15,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:32:15,780 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:32:17,937 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:22,937 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:27,938 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:30,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:32:30,780 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:32:33,935 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:38,936 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:43,937 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:44,951 DEBUG   SenderThread:646992 [sender.py:send():375] send: stats
2023-06-22 04:32:45,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:32:45,780 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:32:49,928 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:54,930 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:59,930 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:00,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:33:00,781 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:33:04,936 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:09,937 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:14,938 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:14,952 DEBUG   SenderThread:646992 [sender.py:send():375] send: stats
2023-06-22 04:33:15,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:33:15,781 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:33:20,275 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:20,868 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:33:25,275 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:30,276 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:30,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:33:30,781 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:33:35,943 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:33:40,943 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
